point_short_code,point_long_code,geometry
027,13027,"{'type': 'MultiPoint', 'coordinates': [[-79.3680071848574, 43.6533954940479]]}"
089,13089,"{'type': 'MultiPoint', 'coordinates': [[-79.3708767310327, 43.6494036713517]]}"
090,13090,"{'type': 'MultiPoint', 'coordinates': [[-79.3712292615916, 43.6479457311968]]}"
021,04021,"{'type': 'MultiPoint', 'coordinates': [[-79.4709961227375, 43.6526035625785]]}"
037,04037,"{'type': 'MultiPoint', 'coordinates': [[-79.4739089422774, 43.6519017354932]]}"
022,10022,"{'type': 'MultiPoint', 'coordinates': [[-79.39844180131, 43.6396291898843]]}"
077,11077,"{'type': 'MultiPoint', 'coordinates': [[-79.3933563128806, 43.6552495426566]]}"
026,10026,"{'type': 'MultiPoint', 'coordinates': [[-79.3973622687382, 43.6403925776697]]}"
023,10023,"{'type': 'MultiPoint', 'coordinates': [[-79.3939541956662, 43.6400801526822]]}"
078,11078,"{'type': 'MultiPoint', 'coordinates': [[-79.3913537818118, 43.6547499451371]]}"
071,13071,"{'type': 'MultiPoint', 'coordinates': [[-79.3617404416464, 43.6579936279871]]}"
075,10075,"{'type': 'MultiPoint', 'coordinates': [[-79.3693493940778, 43.6452722897444]]}"
064,10064,"{'type': 'MultiPoint', 'coordinates': [[-79.3558087786169, 43.6309658906884]]}"
046,14046,"{'type': 'MultiPoint', 'coordinates': [[-79.329735808341, 43.6635719397629]]}"
010,04010,"{'type': 'MultiPoint', 'coordinates': [[-79.4664410944169, 43.6633039752692]]}"
024,10024,"{'type': 'MultiPoint', 'coordinates': [[-79.4155520669047, 43.6485186056015]]}"
017,04017,"{'type': 'MultiPoint', 'coordinates': [[-79.4579203509219, 43.6548813679038]]}"
018,05018,"{'type': 'MultiPoint', 'coordinates': [[-79.5235229226301, 43.7020293434972]]}"
054,04054,"{'type': 'MultiPoint', 'coordinates': [[-79.4489629360444, 43.6451348528005]]}"
016,05016,"{'type': 'MultiPoint', 'coordinates': [[-79.5205816128399, 43.7018118189323]]}"
047,14047,"{'type': 'MultiPoint', 'coordinates': [[-79.331213737111, 43.6628200083284]]}"
049,01049,"{'type': 'MultiPoint', 'coordinates': [[-79.5562540489402, 43.7162912146009]]}"
059,01059,"{'type': 'MultiPoint', 'coordinates': [[-79.5651465906341, 43.6751531652796]]}"
002,12002,"{'type': 'MultiPoint', 'coordinates': [[-79.4487762844511, 43.6958046386086]]}"
056,13056,"{'type': 'MultiPoint', 'coordinates': [[-79.374261956555, 43.6599474627779]]}"
017,16017,"{'type': 'MultiPoint', 'coordinates': [[-79.3048608425553, 43.7204646234548]]}"
043,22043,"{'type': 'MultiPoint', 'coordinates': [[-79.3234134088466, 43.7792669425925]]}"
024,06024,"{'type': 'MultiPoint', 'coordinates': [[-79.4536914107973, 43.7525448831162]]}"
068,10068,"{'type': 'MultiPoint', 'coordinates': [[-79.3912903745316, 43.6414468138194]]}"
066,17066,"{'type': 'MultiPoint', 'coordinates': [[-79.3834569253332, 43.7657150919226]]}"
025,10025,"{'type': 'MultiPoint', 'coordinates': [[-79.4232332794102, 43.6390162603309]]}"
060,12060,"{'type': 'MultiPoint', 'coordinates': [[-79.4229236377853, 43.6819402525894]]}"
021,12021,"{'type': 'MultiPoint', 'coordinates': [[-79.3975543704197, 43.7040308743781]]}"
023,24023,"{'type': 'MultiPoint', 'coordinates': [[-79.2460203975993, 43.7767096746741]]}"
030,12030,"{'type': 'MultiPoint', 'coordinates': [[-79.3943276257173, 43.7056976913159]]}"
016,06016,"{'type': 'MultiPoint', 'coordinates': [[-79.4445875682884, 43.7702693602061]]}"
006,18006,"{'type': 'MultiPoint', 'coordinates': [[-79.4436632571074, 43.7779374513056]]}"
031,18031,"{'type': 'MultiPoint', 'coordinates': [[-79.4144926957101, 43.7721445907138]]}"
028,02028,"{'type': 'MultiPoint', 'coordinates': [[-79.5101377551082, 43.6610969568195]]}"
040,25040,"{'type': 'MultiPoint', 'coordinates': [[-79.1862894812042, 43.7838868574945]]}"
055,12055,"{'type': 'MultiPoint', 'coordinates': [[-79.4306129303849, 43.6764088475771]]}"
012,15012,"{'type': 'MultiPoint', 'coordinates': [[-79.3898511967905, 43.7088367090333]]}"
013,14013,"{'type': 'MultiPoint', 'coordinates': [[-79.3574653142729, 43.6751549211891]]}"
070,12070,"{'type': 'MultiPoint', 'coordinates': [[-79.4099024148704, 43.6762107911746]]}"
037,13037,"{'type': 'MultiPoint', 'coordinates': [[-79.3653870228145, 43.6626005476961]]}"
042,19042,"{'type': 'MultiPoint', 'coordinates': [[-79.2921104966083, 43.680515485204]]}"
040,09040,"{'type': 'MultiPoint', 'coordinates': [[-79.4346945823749, 43.651612003927]]}"
014,09014,"{'type': 'MultiPoint', 'coordinates': [[-79.4606687537225, 43.6743382901283]]}"
049,13049,"{'type': 'MultiPoint', 'coordinates': [[-79.3781222485979, 43.6580220969994]]}"
072,11072,"{'type': 'MultiPoint', 'coordinates': [[-79.4039801498438, 43.6569588922018]]}"
043,09043,"{'type': 'MultiPoint', 'coordinates': [[-79.4313882541393, 43.6504809637026]]}"
034,04034,"{'type': 'MultiPoint', 'coordinates': [[-79.4665640744618, 43.6554979351899]]}"
004,10004,"{'type': 'MultiPoint', 'coordinates': [[-79.4182295928587, 43.6440108851522]]}"
079,10079,"{'type': 'MultiPoint', 'coordinates': [[-79.3789080630026, 43.6418513029128]]}"
065,12065,"{'type': 'MultiPoint', 'coordinates': [[-79.4005915953486, 43.6857479029179]]}"
011,15011,"{'type': 'MultiPoint', 'coordinates': [[-79.4039098376602, 43.7334577350713]]}"
038,10038,"{'type': 'MultiPoint', 'coordinates': [[-79.4009076160442, 43.6472618526154]]}"
052,17052,"{'type': 'MultiPoint', 'coordinates': [[-79.3362465896776, 43.7747338753056]]}"
039,10039,"{'type': 'MultiPoint', 'coordinates': [[-79.3988931079258, 43.6449040167136]]}"
085,13085,"{'type': 'MultiPoint', 'coordinates': [[-79.3566161658803, 43.6538038744753]]}"
042,10042,"{'type': 'MultiPoint', 'coordinates': [[-79.4027268902756, 43.6446492919485]]}"
